city,location,price,number
北京,丰台,4000,75595
北京,朝阳,6330,75595
北京,东城,5300,75595
北京,昌平,2300,75595
北京,海淀,4500,75595
北京,房山,1900,75595
北京,丰台,3600,75595
北京,西城,4800,75595
北京,朝阳,4500,75595
北京,丰台,5790,75595
北京,朝阳,3500,75595
北京,朝阳,6430,75595
北京,昌平,2700,75595
北京,朝阳,6960,75595
北京,海淀,4500,75595
北京,通州,3930,75595
北京,通州,3560,75595
北京,大兴,2260,75595
北京,大兴,2700,75595
北京,顺义,2130,75595
北京,大兴,2800,75595
北京,西城,6430,75595
北京,朝阳,4500,75595
北京,通州,1690,75595
北京,朝阳,4500,75595
北京,朝阳,3600,75595
北京,亦庄开发区,3600,75595
北京,东城,4300,75595
北京,大兴,2800,75595
北京,西城,4190,75595
北京,顺义,3000,75595
北京,顺义,1760,75595
北京,丰台,4500,75595
北京,朝阳,4600,75595
北京,朝阳,4600,75595
北京,朝阳,4000,75595
北京,朝阳,4300,75595
北京,西城,3500,75595
北京,朝阳,6500,75595
北京,丰台,4690,75595
北京,西城,4700,75595
北京,顺义,2130,75595
北京,东城,5000,75595
北京,昌平,1490,75595
北京,大兴,2800,75595
北京,门头沟,1590,75595
北京,昌平,1600,75595
北京,石景山,3630,75595
北京,房山,1000,75595
北京,海淀,2500,75595
北京,大兴,3000,75595
北京,朝阳,5260,75595
北京,海淀,4700,75595
北京,朝阳,5960,75595
北京,海淀,4700,75595
北京,东城,5700,75595
北京,朝阳,4200,75595
北京,朝阳,4000,75595
北京,西城,4500,75595
北京,大兴,2370,75595
北京,海淀,4500,75595
北京,朝阳,2290,75595
北京,房山,1900,75595
北京,丰台,3600,75595
北京,朝阳,4600,75595
北京,东城,4200,75595
北京,西城,4800,75595
北京,丰台,4000,75595
北京,西城,5000,75595
北京,东城,2800,75595
北京,丰台,5000,75595
北京,丰台,2690,75595
北京,朝阳,4800,75595
北京,顺义,2406,75595
北京,朝阳,3700,75595
北京,丰台,3360,75595
北京,海淀,2790,75595
北京,顺义,1930,75595
北京,丰台,3300,75594
北京,海淀,3290,75594
北京,西城,4800,75594
北京,海淀,4190,75594
北京,朝阳,3700,75594
北京,海淀,3590,75594
北京,丰台,3600,75594
北京,朝阳,4500,75594
北京,大兴,2200,75594
北京,顺义,2900,75594
北京,朝阳,4200,75594
北京,丰台,3430,75594
北京,丰台,4000,75594
北京,海淀,2000,75594
北京,朝阳,5100,75594
北京,海淀,4800,75594
北京,朝阳,3500,75594
北京,昌平,2700,75594
北京,海淀,4500,75594
北京,朝阳,4500,75594
北京,东城,3400,75594
北京,朝阳,3290,75594
北京,朝阳,4300,75594
北京,海淀,2600,75594
北京,大兴,3000,75594
北京,西城,3690,75594
北京,朝阳,4300,75594
北京,丰台,2990,75594
北京,顺义,2790,75594
北京,通州,2290,75594
北京,西城,3300,75595
北京,通州,2290,75595
北京,丰台,3500,75595
北京,石景山,2970,75595
北京,丰台,3000,75595
北京,门头沟,2390,75595
北京,西城,3500,75595
北京,海淀,4800,75595
北京,石景山,3500,75595
北京,大兴,2200,75595
北京,朝阳,4200,75595
北京,朝阳,2800,75595
北京,朝阳,4300,75595
北京,朝阳,2500,75595
北京,丰台,3900,75595
北京,朝阳,3900,75595
北京,丰台,3600,75595
北京,朝阳,4500,75595
北京,丰台,4000,75595
北京,顺义,2900,75595
北京,朝阳,4200,75595
北京,通州,1990,75595
北京,西城,5000,75595
北京,海淀,3330,75595
北京,朝阳,4000,75595
北京,朝阳,2830,75595
北京,朝阳,3900,75595
北京,东城,2800,75595
北京,丰台,3930,75595
北京,朝阳,3200,75595
北京,西城,4700,75594
北京,朝阳,2600,75594
北京,亦庄开发区,3800,75594
北京,通州,2290,75594
北京,西城,4500,75594
北京,朝阳,2700,75594
北京,丰台,3000,75594
北京,朝阳,3900,75594
北京,东城,4900,75594
北京,丰台,3600,75594
北京,西城,3500,75594
北京,朝阳,3690,75594
北京,房山,1500,75594
北京,大兴,2090,75594
北京,朝阳,4500,75594
北京,朝阳,4000,75594
北京,朝阳,4200,75594
北京,大兴,3000,75594
北京,朝阳,3800,75594
北京,东城,4000,75594
北京,丰台,3800,75594
北京,朝阳,2930,75594
北京,西城,5000,75594
北京,朝阳,3260,75594
北京,丰台,3300,75594
北京,房山,1200,75594
北京,东城,5000,75594
北京,朝阳,4060,75594
北京,朝阳,2300,75594
北京,大兴,2160,75594
北京,丰台,3500,75594
北京,朝阳,4660,75594
北京,朝阳,4650,75594
北京,朝阳,3360,75594
北京,朝阳,4100,75594
北京,海淀,2890,75594
北京,丰台,3800,75594
北京,朝阳,3500,75594
北京,大兴,2300,75594
北京,亦庄开发区,2600,75594
北京,朝阳,3500,75594
北京,石景山,2490,75594
北京,石景山,2800,75594
北京,海淀,2790,75594
北京,通州,2000,75594
北京,丰台,2950,75594
北京,海淀,3400,75594
北京,西城,2500,75594
北京,大兴,2500,75594
北京,朝阳,3100,75594
北京,房山,2500,75594
北京,大兴,2330,75594
北京,大兴,3900,75594
北京,海淀,3860,75594
北京,朝阳,5300,75594
北京,朝阳,3200,75594
北京,海淀,4200,75594
北京,朝阳,3500,75594
北京,朝阳,2490,75594
北京,朝阳,3330,75594
北京,丰台,4000,75594
北京,朝阳,2300,75594
北京,大兴,3200,75594
北京,顺义,1730,75594
北京,丰台,4200,75594
北京,大兴,1990,75594
北京,大兴,2700,75594
北京,朝阳,4500,75594
北京,顺义,2800,75594
北京,顺义,2800,75594
北京,顺义,2850,75594
北京,丰台,2390,75594
北京,朝阳,3500,75594
北京,丰台,2390,75594
北京,顺义,2300,75594
北京,大兴,3000,75594
北京,丰台,3800,75594
北京,顺义,2900,75594
北京,顺义,3000,75594
北京,朝阳,3500,75594
北京,顺义,2500,75594
北京,东城,3200,75594
北京,顺义,2800,75594
北京,东城,2300,75594
北京,丰台,3700,75594
北京,朝阳,3500,75594
北京,顺义,2800,75594
北京,海淀,2600,75594
北京,海淀,2890,75594
北京,海淀,2660,75594
北京,丰台,4000,75594
北京,朝阳,1730,75594
北京,顺义,2800,75594
北京,朝阳,2630,75594
北京,顺义,2600,75594
北京,朝阳,2230,75594
北京,顺义,2700,75594
北京,顺义,2600,75594
北京,顺义,2900,75594
北京,房山,2300,75594
北京,房山,2500,75594
北京,通州,1860,75594
北京,顺义,2500,75594
北京,朝阳,3200,75594
北京,顺义,2800,75594
北京,房山,2300,75594
北京,顺义,2500,75594
北京,顺义,2800,75594
北京,房山,2300,75594
北京,朝阳,4000,75594
北京,朝阳,4300,75594
北京,朝阳,3330,75594
北京,朝阳,4100,75594
北京,大兴,2030,75594
北京,顺义,2400,75594
北京,丰台,2360,75594
北京,大兴,2300,75594
北京,房山,1730,75594
北京,东城,3260,75594
北京,通州,2070,75594
北京,顺义,2700,75594
北京,朝阳,3560,75594
北京,顺义,2600,75594
北京,朝阳,3130,75594
北京,丰台,3500,75594
北京,朝阳,2800,75594
北京,朝阳,4000,75594
北京,朝阳,4000,75594
北京,顺义,2700,75594
北京,顺义,2700,75594
北京,朝阳,4000,75594
北京,朝阳,2000,75594
北京,丰台,3900,75594
北京,朝阳,2500,75594
北京,顺义,2200,75594
北京,丰台,3300,75594
北京,顺义,2100,75594
北京,房山,2200,75594
北京,顺义,3000,75594
北京,大兴,3000,75594
北京,门头沟,2500,75594
北京,朝阳,2990,75594
北京,顺义,2100,75594
北京,朝阳,2790,75594
北京,顺义,2600,75594
北京,朝阳,2960,75594
北京,朝阳,3500,75594
北京,昌平,1990,75594
北京,海淀,4130,75594
北京,朝阳,2590,75594
北京,顺义,2900,75593
北京,朝阳,2590,75593
北京,顺义,2500,75593
北京,西城,3630,75593
北京,房山,2300,75593
北京,西城,3430,75593
北京,亦庄开发区,3500,75593
北京,顺义,3000,75593
北京,朝阳,2800,75593
北京,顺义,2900,75593
北京,海淀,4800,75593
北京,丰台,3160,75593
北京,朝阳,4200,75593
北京,海淀,3930,75593
北京,丰台,3300,75593
北京,房山,2400,75593
北京,顺义,3000,75593
北京,朝阳,3900,75593
北京,顺义,2600,75593
北京,房山,2300,75593
北京,丰台,3800,75593
北京,昌平,1930,75593
北京,大兴,2300,75593
北京,朝阳,3990,75593
北京,顺义,2600,75593
北京,西城,3130,75593
北京,朝阳,4500,75593
北京,西城,2600,75593
北京,朝阳,3000,75593
北京,昌平,2230,75593
北京,顺义,2700,75594
北京,大兴,2260,75594
北京,顺义,2600,75594
北京,朝阳,3000,75594
北京,丰台,3300,75594
北京,朝阳,3300,75594
北京,海淀,4800,75594
北京,朝阳,3300,75594
北京,朝阳,4000,75594
北京,丰台,3500,75594
北京,朝阳,3500,75594
北京,朝阳,2500,75594
北京,顺义,2100,75594
北京,海淀,6530,75594
北京,朝阳,3700,75594
北京,大兴,3000,75594
北京,顺义,2500,75594
北京,朝阳,4100,75594
北京,顺义,2600,75594
北京,顺义,2900,75594
北京,朝阳,3000,75594
北京,通州,2370,75594
北京,朝阳,4000,75594
北京,西城,3630,75594
北京,朝阳,4500,75594
北京,朝阳,2200,75594
北京,顺义,2500,75594
北京,海淀,2590,75594
北京,通州,1930,75594
北京,通州,1790,75594
北京,顺义,2600,75593
北京,石景山,2230,75593
北京,顺义,3000,75593
北京,丰台,2260,75593
北京,顺义,2500,75593
北京,朝阳,2800,75593
北京,朝阳,4100,75593
北京,朝阳,3700,75593
北京,大兴,3000,75593
北京,顺义,2600,75593
北京,门头沟,2500,75593
北京,朝阳,2830,75593
北京,顺义,2100,75593
北京,朝阳,2100,75593
北京,房山,2000,75593
北京,丰台,3300,75593
北京,朝阳,4000,75593
北京,朝阳,4200,75593
北京,顺义,2500,75593
北京,朝阳,3900,75593
北京,朝阳,3000,75593
北京,朝阳,4460,75593
北京,顺义,3000,75593
北京,东城,3360,75593
北京,顺义,2600,75593
北京,房山,1430,75593
北京,朝阳,4500,75593
北京,丰台,3230,75593
北京,顺义,1730,75593
北京,朝阳,2790,75593
北京,顺义,2700,75593
北京,朝阳,4090,75593
北京,顺义,2600,75593
北京,朝阳,2630,75593
北京,房山,2400,75593
北京,海淀,2690,75593
北京,亦庄开发区,3800,75593
北京,顺义,3000,75593
北京,顺义,2500,75593
北京,顺义,2600,75593
北京,大兴,3000,75593
北京,昌平,1950,75593
北京,丰台,3800,75593
北京,通州,2930,75593
北京,大兴,2400,75593
北京,大兴,2300,75593
北京,顺义,2400,75593
北京,朝阳,3800,75593
北京,顺义,2700,75593
北京,房山,2100,75593
北京,顺义,3000,75593
北京,通州,2030,75593
北京,顺义,2600,75593
北京,东城,3760,75593
北京,房山,2500,75593
北京,东城,3260,75593
北京,顺义,2400,75593
北京,朝阳,3200,75593
北京,朝阳,3500,75593
北京,朝阳,2800,75593
北京,亦庄开发区,3600,75593
北京,海淀,7160,75593
北京,朝阳,4000,75593
北京,朝阳,3160,75593
北京,东城,4500,75593
北京,昌平,3360,75593
北京,顺义,2900,75593
北京,顺义,2700,75593
北京,朝阳,4200,75593
北京,朝阳,4200,75593
北京,朝阳,4500,75593
北京,朝阳,2790,75593
北京,朝阳,4000,75593
北京,朝阳,2500,75593
北京,东城,5000,75593
北京,丰台,3000,75593
北京,朝阳,3300,75593
北京,丰台,3600,75593
北京,东城,4600,75593
北京,丰台,4000,75593
北京,顺义,2620,75593
北京,朝阳,2300,75593
北京,西城,4900,75593
北京,朝阳,3390,75593
北京,昌平,2500,75593
北京,海淀,2890,75593
北京,丰台,4000,75593
北京,朝阳,2700,75593
北京,丰台,3090,75593
北京,丰台,4130,75593
北京,丰台,4000,75592
北京,通州,1930,75592
北京,朝阳,4600,75592
北京,丰台,2390,75592
北京,朝阳,4600,75592
北京,海淀,3260,75592
北京,西城,4900,75592
北京,昌平,2500,75592
北京,东城,4600,75592
北京,西城,4200,75592
北京,石景山,3300,75592
北京,朝阳,2730,75592
北京,大兴,3000,75592
北京,通州,1960,75592
北京,朝阳,4300,75592
北京,西城,4000,75592
北京,东城,5000,75592
北京,石景山,3800,75592
北京,昌平,2600,75592
北京,丰台,3800,75592
北京,顺义,2800,75592
北京,通州,1630,75592
北京,丰台,3800,75592
北京,顺义,2690,75592
北京,丰台,3600,75592
北京,昌平,1660,75592
北京,丰台,3800,75592
北京,通州,2370,75592
北京,通州,2190,75592
北京,大兴,2160,75592
北京,房山,1900,75592
北京,丰台,1960,75592
北京,朝阳,2900,75592
北京,大兴,1730,75592
北京,房山,1900,75592
北京,大兴,1990,75592
北京,丰台,2400,75592
北京,朝阳,3300,75592
北京,丰台,2500,75592
北京,昌平,2400,75592
北京,顺义,3000,75592
北京,大兴,1560,75592
北京,门头沟,2100,75592
北京,门头沟,1790,75592
北京,顺义,2300,75592
北京,亦庄开发区,3300,75592
北京,丰台,3600,75592
北京,东城,5200,75592
北京,朝阳,3500,75592
北京,东城,4800,75592
北京,朝阳,3000,75592
北京,海淀,2290,75592
北京,朝阳,4500,75592
北京,朝阳,2730,75592
北京,东城,5000,75592
北京,门头沟,1330,75592
北京,朝阳,3800,75592
北京,朝阳,3890,75592
北京,海淀,2660,75592
北京,丰台,2490,75592
北京,东城,4800,75592
北京,海淀,3290,75592
北京,大兴,3000,75592
北京,朝阳,3630,75592
北京,大兴,3000,75592
北京,海淀,3230,75592
北京,亦庄开发区,3400,75592
北京,海淀,4800,75592
北京,昌平,1100,75592
北京,东城,3300,75592
北京,东城,2800,75592
北京,丰台,3990,75592
北京,东城,4100,75592
北京,朝阳,2560,75592
北京,东城,4300,75592
北京,昌平,1100,75592
北京,朝阳,3900,75592
北京,海淀,4500,75592
北京,顺义,2800,75592
北京,西城,3800,75592
北京,房山,1200,75592
北京,朝阳,2660,75592
北京,东城,2500,75592
北京,昌平,2830,75592
北京,房山,1200,75592
北京,朝阳,2690,75592
北京,朝阳,3000,75592
北京,朝阳,2800,75592
北京,朝阳,2600,75592
北京,朝阳,3000,75592
北京,朝阳,4300,75592
北京,朝阳,2490,75592
北京,丰台,3550,75592
北京,朝阳,2890,75592
北京,朝阳,5500,75592
北京,朝阳,3000,75592
北京,朝阳,4200,75592
北京,大兴,3250,75592
北京,顺义,2500,75592
北京,朝阳,4500,75592
北京,朝阳,4200,75592
北京,朝阳,2500,75592
北京,朝阳,3600,75592
北京,朝阳,2000,75592
北京,西城,4500,75592
北京,房山,2000,75592
北京,东城,2800,75592
北京,东城,4600,75592
北京,顺义,2600,75592
北京,西城,4200,75592
北京,昌平,400,75592
北京,海淀,3030,75592
北京,亦庄开发区,3600,75592
北京,海淀,2290,75592
北京,丰台,4000,75592
北京,昌平,2200,75592
北京,东城,2600,75592
北京,海淀,4170,75592
北京,海淀,4170,75592
北京,朝阳,3390,75592
北京,大兴,3000,75592
北京,海淀,3560,75592
北京,东城,2800,75592
北京,朝阳,3090,75592
北京,顺义,2800,75592
北京,通州,2090,75592
北京,东城,2500,75592
北京,东城,2200,75592
北京,丰台,4000,75592
北京,朝阳,4500,75592
北京,东城,3350,75592
北京,丰台,2630,75592
北京,昌平,1050,75592
北京,朝阳,2500,75592
北京,东城,3100,75592
北京,海淀,5800,75592
北京,大兴,3000,75592
北京,房山,2500,75592
北京,丰台,3500,75592
北京,朝阳,4600,75592
北京,房山,2200,75592
北京,朝阳,2990,75592
北京,西城,4200,75592
北京,大兴,1830,75592
北京,丰台,4000,75592
北京,海淀,4390,75592
北京,朝阳,4300,75592
北京,石景山,2160,75592
北京,海淀,3390,75592
北京,昌平,2590,75592
北京,朝阳,3600,75593
北京,昌平,1790,75593
北京,顺义,2900,75593
北京,朝阳,2190,75593
北京,丰台,3700,75593
北京,朝阳,6490,75593
北京,朝阳,3700,75593
北京,丰台,3800,75593
北京,顺义,2800,75593
北京,丰台,3200,75593
北京,顺义,3000,75593
北京,东城,3230,75593
北京,朝阳,3500,75593
北京,通州,2560,75593
北京,房山,2300,75593
北京,顺义,2400,75593
北京,顺义,2600,75593
北京,顺义,2700,75593
北京,顺义,2700,75593
北京,门头沟,2500,75593
北京,大兴,2500,75593
北京,东城,4660,75593
北京,房山,2400,75593
北京,房山,1390,75593
北京,房山,2400,75593
北京,丰台,2960,75593
北京,丰台,3400,75593
北京,海淀,3499,75593
北京,昌平,2290,75593
北京,朝阳,2590,75593
北京,顺义,3000,75592
北京,海淀,1730,75592
北京,朝阳,4600,75592
北京,海淀,3960,75592
北京,顺义,2900,75592
北京,昌平,1590,75592
北京,亦庄开发区,2900,75592
北京,顺义,2600,75592
北京,朝阳,4000,75592
北京,丰台,3800,75592
北京,丰台,4300,75592
北京,门头沟,1390,75592
北京,朝阳,3800,75592
北京,西城,4090,75592
北京,西城,4600,75592
北京,朝阳,3600,75592
北京,朝阳,3400,75592
北京,朝阳,3900,75592
北京,大兴,3000,75592
北京,房山,2500,75592
北京,朝阳,4200,75592
北京,通州,3230,75592
北京,昌平,2600,75592
北京,大兴,1599,75592
北京,大兴,3000,75592
北京,昌平,2460,75592
北京,顺义,2800,75592
北京,东城,2330,75592
北京,通州,3530,75592
北京,石景山,4660,75592
北京,丰台,4000,75592
北京,顺义,2090,75592
北京,东城,4500,75592
北京,顺义,1560,75592
北京,东城,5100,75592
北京,亦庄开发区,2590,75592
北京,东城,5000,75592
北京,东城,4800,75592
北京,朝阳,3700,75592
北京,房山,2500,75592
北京,丰台,3800,75592
北京,石景山,2230,75592
北京,昌平,2800,75592
北京,昌平,2460,75592
北京,亦庄开发区,2600,75592
北京,顺义,2900,75592
北京,朝阳,3500,75592
北京,亦庄开发区,3600,75592
北京,房山,2300,75592
北京,丰台,3600,75592
北京,丰台,3700,75592
北京,石景山,2190,75592
北京,丰台,3900,75592
北京,石景山,1860,75592
北京,丰台,3200,75592
北京,朝阳,3290,75592
北京,丰台,3000,75592
北京,朝阳,2490,75592
北京,东城,2790,75592
北京,昌平,2290,75592
北京,西城,4000,75593
北京,朝阳,2790,75593
北京,顺义,2800,75593
北京,东城,4760,75593
北京,丰台,3800,75593
北京,海淀,3160,75593
北京,丰台,3900,75593
北京,丰台,3300,75593
北京,朝阳,3600,75593
北京,丰台,3200,75593
北京,顺义,2800,75593
北京,昌平,2290,75593
北京,房山,2100,75593
北京,顺义,1790,75593
北京,顺义,2300,75593
北京,西城,4100,75593
北京,丰台,3700,75593
北京,顺义,2600,75593
北京,大兴,3000,75593
北京,房山,2300,75593
北京,东城,4000,75593
北京,朝阳,2590,75593
北京,大兴,3200,75593
北京,通州,2390,75593
北京,顺义,2600,75593
北京,丰台,2430,75593
北京,朝阳,4500,75593
北京,西城,3130,75593
北京,丰台,2230,75593
北京,朝阳,1770,75593
北京,顺义,2600,75593
北京,亦庄开发区,1990,75593
北京,东城,4000,75593
北京,海淀,2930,75593
北京,东城,5000,75593
北京,朝阳,1660,75593
北京,大兴,3200,75593
北京,房山,2500,75593
北京,西城,4100,75593
北京,房山,2400,75593
北京,丰台,3600,75593
北京,顺义,1390,75593
北京,西城,3700,75593
北京,通州,1660,75593
北京,顺义,2600,75593
北京,海淀,4800,75593
北京,东城,4000,75593
北京,顺义,2600,75593
北京,东城,5100,75593
北京,东城,5200,75593
北京,大兴,4000,75593
北京,朝阳,2230,75593
北京,朝阳,3600,75593
北京,门头沟,1590,75593
北京,朝阳,4200,75593
北京,朝阳,2030,75593
北京,海淀,4500,75593
北京,朝阳,3330,75593
北京,朝阳,2960,75593
北京,昌平,1660,75593
北京,朝阳,5000,75593
北京,丰台,2560,75593
北京,昌平,3600,75593
北京,朝阳,2890,75593
北京,通州,3000,75593
北京,石景山,2890,75593
